Year,Team,IP,K,ERA,WHIP
2010,ARI,86.28571428571429,65.35714285714286,4.9592857142857145,1.5050000000000001
2010,ATL,99.80000000000001,77.25,4.05,1.3166666666666667
2010,BAL,90.84666666666665,63.53333333333333,4.292,1.4073333333333335
2010,BOS,108.39166666666667,89.16666666666667,4.3475,1.376666666666667
2010,CHC,84.47500000000001,75.5,4.584999999999999,1.44
2010,CIN,77.84444444444445,60.77777777777778,4.058333333333334,1.3516666666666666
2010,CLE,78.45882352941176,51.1764705882353,4.3494117647058825,1.4411764705882353
2010,COL,86.60624999999997,74.25,4.329999999999999,1.385
2010,CWS,98.07857142857144,77.07142857142857,4.090714285714285,1.4328571428571426
2010,DET,87.77499999999999,64.4375,4.512500000000001,1.455
2010,FLA,88.05333333333336,71.4,4.24,1.4086666666666667
2010,HOU,85.71249999999998,72.75,4.244375,1.4431250000000002
2010,KC,76.48823529411766,53.529411764705884,5.328235294117646,1.5023529411764704
2010,LAA,90.67333333333332,70.73333333333333,4.122000000000001,1.4533333333333334
2010,LAD,81.77499999999999,70.125,4.764374999999999,1.400625
2010,MIL,84.58749999999999,73.375,4.583125,1.436875
2010,MIN,99.17857142857144,71.64285714285714,4.058571428571429,1.3114285714285714
2010,NYM,79.86666666666666,60.77777777777778,4.025,1.415
2010,NYY,100.16153846153846,80.46153846153847,4.251538461538462,1.3523076923076922
2010,OAK,86.94666666666667,63.4,3.7760000000000002,1.314
2010,PHI,100.70000000000002,80.53846153846153,3.8046153846153845,1.2992307692307692
2010,PIT,75.94705882352942,54.88235294117647,4.734117647058824,1.4470588235294117
2010,SD,122.86666666666666,103.22222222222223,3.881111111111111,1.3033333333333335
2010,SEA,85.55,57.4375,4.210625,1.3375
2010,SF,104.33333333333333,94.83333333333333,3.6683333333333334,1.3416666666666666
2010,STL,83.8941176470588,63.529411764705884,3.972352941176471,1.3599999999999999
2010,TB,108.75833333333331,86.58333333333333,3.960833333333334,1.2925
2010,TEX,90.9,72.93333333333334,3.9579999999999997,1.3213333333333332
2010,TOR,84.625,70.3125,4.2575,1.3800000000000001
2010,WAS,69.575,51.75,3.9675,1.3424999999999998
2011,ARI,84.26875,61.4375,4.125,1.3650000000000002
2011,ATL,95.36923076923077,84.38461538461539,3.588461538461538,1.2661538461538462
2011,BAL,82.75333333333334,57.53333333333333,4.83,1.4726666666666668
2011,BOS,85.71874999999999,71.3125,4.298125,1.3187499999999999
2011,CHC,92.03333333333333,79.26666666666667,4.3919999999999995,1.4193333333333336
2011,CIN,93.08666666666666,71.4,3.9086666666666665,1.3106666666666664
2011,CLE,91.17333333333333,63.8,4.13,1.3486666666666665
2011,COL,77.30588235294118,60.11764705882353,4.47,1.3647058823529412
2011,CWS,103.5076923076923,85.61538461538461,4.138461538461539,1.3099999999999998
2011,DET,108.87272727272726,82.81818181818181,3.939999999999999,1.3463636363636367
2011,FLA,95.62142857142858,79.28571428571429,3.932857142857143,1.3121428571428573
2011,HOU,89.86,74.46666666666667,4.451333333333333,1.4573333333333334
2011,KC,88.94666666666666,65.06666666666666,4.680666666666666,1.4560000000000002
2011,LAA,110.00833333333333,81.16666666666667,3.5475000000000008,1.3141666666666665
2011,LAD,81.17058823529412,72.11764705882354,3.7941176470588234,1.2999999999999998
2011,MIL,113.77272727272727,97.0,3.491818181818182,1.2045454545454546
2011,MIN,84.86874999999999,56.25,4.721875,1.4625
2011,NYM,85.49375,67.0,4.060624999999999,1.3918750000000002
2011,NYY,103.05,83.25,3.6891666666666665,1.3008333333333333
2011,OAK,75.93333333333334,61.166666666666664,3.6933333333333334,1.3316666666666668
2011,PHI,115.00833333333333,100.41666666666667,3.39,1.215
2011,PIT,81.1125,57.875,4.108125,1.465
2011,SD,99.61538461538463,78.0,3.3915384615384605,1.2976923076923077
2011,SEA,86.15625,65.375,4.3175,1.3250000000000002
2011,SF,103.5923076923077,91.6923076923077,3.735384615384615,1.3392307692307692
2011,STL,97.27142857142859,72.0,3.882142857142857,1.2921428571428575
2011,TB,94.1266666666667,73.73333333333333,3.750666666666666,1.2899999999999998
2011,TEX,94.49999999999999,77.0,3.910714285714286,1.24
2011,TOR,81.20588235294117,65.0,4.2288235294117635,1.3341176470588234
2011,WAS,83.65333333333335,57.333333333333336,3.7666666666666666,1.3246666666666667
2012,ARI,86.46874999999997,72.4375,3.9068750000000003,1.273125
2012,ATL,92.11818181818184,72.63636363636364,4.15090909090909,1.3918181818181818
2012,BAL,79.55555555555554,64.0,3.6466666666666665,1.2750000000000001
2012,BOS,89.77857142857142,72.5,4.878571428571429,1.3750000000000002
2012,CHC,68.49473684210527,55.10526315789474,4.899473684210527,1.4742105263157892
2012,CIN,113.47499999999998,92.25,3.1541666666666663,1.2341666666666666
2012,CLE,75.53333333333333,57.888888888888886,4.547222222222222,1.388333333333333
2012,COL,67.26,54.6,5.282000000000002,1.5484999999999998
2012,CWS,82.24705882352943,70.76470588235294,4.23235294117647,1.3211764705882352
2012,DET,95.03571428571429,88.85714285714286,3.570714285714286,1.2657142857142858
2012,HOU,70.50526315789473,58.05263157894737,4.521052631578947,1.4536842105263157
2012,KC,79.47058823529413,64.88235294117646,4.054117647058824,1.4205882352941173
2012,LAA,92.84666666666668,75.6,3.89,1.2746666666666668
2012,LAD,80.95882352941177,71.82352941176471,3.197058823529412,1.266470588235294
2012,MIA,91.62666666666668,70.93333333333334,4.004666666666668,1.3399999999999999
2012,MIL,81.53529411764707,79.76470588235294,4.276470588235295,1.3699999999999999
2012,MIN,66.84761904761905,44.19047619047619,4.852380952380953,1.4042857142857144
2012,NYM,78.72941176470587,70.0,4.482941176470589,1.371176470588235
2012,NYY,94.05333333333333,86.53333333333333,3.732666666666667,1.2813333333333332
2012,OAK,75.14210526315789,58.1578947368421,3.6,1.2578947368421054
2012,PHI,84.92499999999998,80.5,4.195625,1.275
2012,PIT,84.87499999999999,70.8125,3.674375,1.28375
2012,SD,64.23500000000001,52.05,4.219999999999999,1.3805
2012,SEA,85.38823529411765,68.58823529411765,3.6535294117647057,1.2558823529411764
2012,SF,101.18461538461537,85.76923076923077,3.869230769230769,1.3661538461538463
2012,STL,108.28333333333335,90.33333333333333,3.5991666666666666,1.255
2012,TB,100.13846153846151,93.23076923076923,3.3023076923076924,1.1730769230769231
2012,TEX,85.57499999999997,75.6875,3.94625,1.2981249999999998
2012,TOR,65.44761904761906,52.04761904761905,4.453809523809523,1.350952380952381
2012,WAS,94.66666666666666,85.8,3.508666666666666,1.2746666666666662
2013,ARI,93.84666666666665,76.66666666666667,3.8739999999999997,1.3026666666666669
2013,ATL,105.43636363636365,86.18181818181819,3.497272727272727,1.258181818181818
2013,BAL,77.81111111111112,62.333333333333336,4.463333333333334,1.3666666666666665
2013,BOS,75.85333333333334,67.53333333333333,4.46,1.4280000000000002
2013,CHC,83.29375,68.75,4.08125,1.304375
2013,CIN,95.90000000000002,84.93333333333334,3.58,1.1993333333333334
2013,CLE,85.19999999999999,82.3125,4.220625,1.38125
2013,COL,73.72777777777779,53.94444444444444,4.980555555555556,1.4899999999999998
2013,CWS,83.63125,71.5,4.015625,1.3624999999999998
2013,DET,98.80714285714285,96.92857142857143,3.762142857142858,1.3064285714285713
2013,HOU,75.93529411764705,58.529411764705884,4.715882352941176,1.4694117647058826
2013,KC,111.08181818181815,85.81818181818181,3.7981818181818183,1.3227272727272725
2013,LAA,107.56666666666666,88.75,4.246666666666666,1.3724999999999998
2013,LAD,66.51875000000001,56.1875,3.8618749999999995,1.3543749999999999
2013,MIA,85.48750000000001,69.1875,3.4881249999999997,1.27875
2013,MIL,82.04705882352941,63.94117647058823,4.227058823529411,1.3694117647058823
2013,MIN,80.19411764705882,53.8235294117647,4.776470588235293,1.4570588235294115
2013,NYM,72.94210526315788,60.526315789473685,3.7984210526315785,1.3142105263157895
2013,NYY,99.51428571428572,85.07142857142857,3.855,1.2885714285714287
2013,OAK,98.94285714285715,81.35714285714286,3.595,1.2207142857142854
2013,PHI,73.19444444444444,61.333333333333336,4.72,1.4749999999999999
2013,PIT,87.84000000000002,74.73333333333333,3.286,1.2246666666666668
2013,SD,74.4578947368421,60.26315789473684,3.902631578947368,1.354736842105263
2013,SEA,86.81875,76.75,4.6693750000000005,1.41
2013,SF,85.025,73.625,3.7262500000000003,1.3212499999999998
2013,STL,94.32142857142856,80.21428571428571,3.4285714285714284,1.2242857142857144
2013,TB,96.33571428571427,85.14285714285714,3.9614285714285713,1.2764285714285715
2013,TEX,85.37857142857142,76.28571428571429,4.284999999999999,1.4035714285714287
2013,TOR,72.02631578947368,59.94736842105263,4.1626315789473685,1.355263157894737
2013,WAS,89.47333333333333,77.06666666666666,4.029333333333334,1.324
2014,ARI,77.22222222222223,68.66666666666667,4.069444444444444,1.3255555555555558
2014,ATL,102.47692307692306,88.3076923076923,3.281538461538461,1.2638461538461538
2014,BAL,104.875,81.58333333333333,3.679166666666666,1.305
2014,BOS,77.02222222222221,64.44444444444444,4.043888888888889,1.3383333333333332
2014,CHC,77.52352941176468,68.58823529411765,3.8176470588235296,1.2758823529411762
2014,CIN,101.96666666666668,87.16666666666667,3.9933333333333327,1.3391666666666666
2014,CLE,87.75,86.9375,3.5512500000000005,1.286875
2014,COL,67.905,51.55,4.9585,1.4369999999999998
2014,CWS,83.8625,67.25,4.53625,1.478125
2014,DET,89.68666666666665,77.4,4.068666666666667,1.38
2014,HOU,74.59444444444446,59.388888888888886,4.529444444444444,1.366111111111111
2014,KC,106.13636363636364,77.63636363636364,4.402727272727273,1.3927272727272728
2014,LAA,91.88571428571429,83.57142857142857,3.5457142857142854,1.1871428571428573
2014,LAD,75.71875,68.0625,3.9562500000000003,1.3124999999999998
2014,MIA,74.23333333333332,60.05555555555556,4.066111111111112,1.3366666666666664
2014,MIL,104.21538461538461,88.3076923076923,3.618461538461539,1.2553846153846153
2014,MIN,76.32222222222222,54.833333333333336,4.892222222222222,1.4699999999999998
2014,NYM,96.9785714285714,86.71428571428571,3.587857142857143,1.3242857142857143
2014,NYY,72.79375000000002,67.1875,4.174375,1.326875
2014,OAK,94.53571428571429,81.21428571428571,3.4535714285714287,1.1792857142857145
2014,PHI,101.23846153846154,85.3076923076923,3.7676923076923075,1.286153846153846
2014,PIT,91.10769230769232,75.76923076923077,4.113846153846153,1.3953846153846154
2014,SD,92.00714285714285,80.78571428571429,3.448571428571428,1.2550000000000001
2014,SEA,95.05999999999999,86.4,3.144,1.2146666666666666
2014,SF,103.27692307692305,86.84615384615384,3.366153846153846,1.146153846153846
2014,STL,75.75555555555556,63.72222222222222,4.108888888888889,1.3116666666666668
2014,TB,80.4375,78.5,3.761875,1.2543749999999998
2014,TEX,67.11111111111113,52.888888888888886,4.770555555555556,1.4366666666666668
2014,TOR,89.58666666666666,74.66666666666667,4.355333333333334,1.4040000000000001
2014,WAS,105.73846153846154,93.84615384615384,3.3438461538461537,1.2253846153846157
2015,ARI,75.98823529411766,63.64705882352941,4.047058823529412,1.3582352941176468
2015,ATL,63.38499999999999,50.8,4.689000000000001,1.405
2015,BAL,88.1,71.78571428571429,4.342142857142858,1.3842857142857146
2015,BOS,79.69411764705882,66.82352941176471,4.235294117647059,1.3476470588235294
2015,CHC,82.91666666666669,79.0,3.8349999999999995,1.2483333333333333
2015,CIN,67.32631578947367,55.63157894736842,4.74842105263158,1.4357894736842105
2015,CLE,92.14999999999999,92.85714285714286,3.658571428571429,1.2342857142857147
2015,COL,63.85714285714285,49.76190476190476,4.887619047619048,1.5133333333333332
2015,CWS,96.97142857142858,90.92857142857143,4.190714285714286,1.4028571428571428
2015,DET,64.35909090909091,49.22727272727273,4.823636363636365,1.420909090909091
2015,HOU,82.59333333333333,72.2,3.924,1.2613333333333332
2015,KC,87.12666666666668,68.33333333333333,3.726666666666666,1.272
2015,LAA,87.55624999999999,74.3125,4.05,1.2768750000000002
2015,LAD,73.60000000000001,73.21428571428571,3.972857142857143,1.2235714285714285
2015,MIA,68.91052631578947,54.78947368421053,4.03842105263158,1.3205263157894738
2015,MIL,75.72777777777777,66.83333333333333,3.9833333333333334,1.3211111111111113
2015,MIN,79.99411764705881,57.8235294117647,4.140000000000001,1.341764705882353
2015,NYM,86.98,78.26666666666667,3.601333333333334,1.2366666666666668
2015,NYY,83.51333333333335,76.46666666666667,4.366,1.38
2015,OAK,70.96315789473685,58.1578947368421,4.373684210526315,1.3289473684210529
2015,PHI,65.9,50.68421052631579,5.211052631578947,1.531578947368421
2015,PIT,98.5,87.53846153846153,3.2692307692307696,1.2992307692307692
2015,SD,84.3375,81.5625,3.66125,1.25875
2015,SEA,81.675,71.5625,4.271249999999999,1.3212500000000003
2015,SF,85.54374999999999,69.4375,3.81125,1.2499999999999998
2015,STL,85.86249999999998,77.9375,3.0168749999999998,1.2850000000000001
2015,TB,77.8611111111111,73.66666666666667,3.868333333333334,1.2594444444444444
2015,TEX,77.9125,59.125,4.414375,1.3631250000000001
2015,TOR,81.97499999999998,63.875,3.8243750000000003,1.226875
2015,WAS,89.77999999999997,83.93333333333334,3.6100000000000003,1.1853333333333333
2016,ARI,71.23157894736842,65.94736842105263,5.2573684210526315,1.516315789473684
2016,ATL,57.247826086956536,47.56521739130435,4.664347826086956,1.408695652173913
2016,BAL,90.31428571428572,78.14285714285714,4.607142857142857,1.4199999999999997
2016,BOS,84.76875000000001,80.5625,4.260625000000001,1.34375
2016,CHC,96.44999999999997,94.0,3.4985714285714287,1.1492857142857145
2016,CIN,67.095,58.6,5.1545000000000005,1.4815
2016,CLE,102.16666666666667,99.25,3.9149999999999996,1.2916666666666665
2016,COL,68.95000000000002,59.3,5.013,1.4739999999999998
2016,CWS,76.22222222222221,67.5,4.393333333333333,1.4394444444444445
2016,DET,85.85624999999999,74.8125,4.202500000000001,1.3137500000000004
2016,HOU,88.02500000000002,84.3125,3.7887500000000003,1.229375
2016,KC,101.1153846153846,89.07692307692308,4.350769230769231,1.3746153846153848
2016,LAA,61.74761904761905,48.714285714285715,4.3880952380952385,1.4304761904761907
2016,LAD,60.938888888888904,61.0,4.272777777777778,1.3066666666666666
2016,MIA,85.39333333333336,85.33333333333333,3.916,1.3593333333333333
2016,MIL,72.71052631578948,59.89473684210526,3.9063157894736835,1.3736842105263158
2016,MIN,71.1421052631579,58.63157894736842,4.966842105263158,1.426842105263158
2016,NYM,89.70714285714288,85.0,3.5592857142857146,1.2892857142857144
2016,NYY,75.2705882352941,72.94117647058823,4.178823529411765,1.2752941176470587
2016,OAK,62.868181818181824,52.36363636363637,4.420909090909092,1.3372727272727272
2016,PHI,74.55555555555556,67.88888888888889,4.745555555555555,1.3705555555555557
2016,PIT,68.92631578947368,58.8421052631579,4.045789473684211,1.3905263157894736
2016,SD,71.82222222222224,62.111111111111114,4.505555555555556,1.3966666666666665
2016,SEA,77.14117647058823,70.05882352941177,3.9623529411764706,1.2682352941176471
2016,SF,91.70666666666666,82.53333333333333,3.726666666666667,1.2280000000000002
2016,STL,95.74615384615385,82.76923076923077,4.2238461538461545,1.3523076923076924
2016,TB,83.70666666666665,79.93333333333334,4.900666666666668,1.4353333333333331
2016,TEX,86.12000000000002,70.46666666666667,4.229333333333333,1.3293333333333333
2016,TOR,100.76153846153845,91.07692307692308,3.8123076923076926,1.215384615384615
2016,WAS,88.18666666666667,90.93333333333334,3.993333333333333,1.29
2017,ARI,77.9705882352941,80.41176470588235,4.275294117647058,1.3699999999999999
2017,ATL,75.02222222222223,64.5,4.879999999999999,1.4277777777777778
2017,BAL,80.68750000000001,71.5625,4.696875,1.388125
2017,BOS,78.93529411764706,82.11764705882354,3.9452941176470584,1.2847058823529411
2017,CHC,86.5,85.8125,4.035625,1.290625
2017,CIN,62.71904761904763,58.19047619047619,5.364761904761904,1.4495238095238094
2017,CLE,100.70769230769231,112.84615384615384,3.531538461538462,1.213076923076923
2017,COL,82.4411764705882,73.11764705882354,4.504705882352941,1.3664705882352939
2017,CWS,62.86190476190476,53.23809523809524,4.571904761904762,1.3719047619047617
2017,DET,81.6625,70.125,5.154375,1.4668749999999997
2017,HOU,83.29374999999999,91.875,4.2475,1.275
2017,KC,77.84705882352942,66.58823529411765,4.5605882352941185,1.4000000000000004
2017,LAA,70.6263157894737,64.73684210526316,4.074210526315789,1.2452631578947368
2017,LAD,75.87647058823529,78.94117647058823,3.6952941176470584,1.2241176470588235
2017,MIA,62.27826086956522,52.0,4.831739130434783,1.4682608695652175
2017,MIL,72.16666666666669,64.94444444444444,4.278333333333334,1.3583333333333336
2017,MIN,74.8941176470588,61.8235294117647,4.390000000000001,1.3505882352941176
2017,NYM,62.58636363636364,60.13636363636363,5.056363636363637,1.4909090909090912
2017,NYY,74.94117647058822,79.05882352941177,3.9635294117647066,1.2870588235294118
2017,OAK,57.862500000000004,48.833333333333336,4.589166666666665,1.3333333333333333
2017,PHI,72.76666666666667,66.33333333333333,4.718333333333333,1.4400000000000002
2017,PIT,89.2357142857143,76.5,4.298571428571429,1.4142857142857146
2017,SD,73.70555555555555,69.11111111111111,5.078888888888888,1.4116666666666666
2017,SEA,62.41904761904762,55.38095238095238,4.24952380952381,1.3157142857142858
2017,SF,79.80588235294117,66.76470588235294,4.602352941176471,1.4147058823529415
2017,STL,88.50666666666666,83.33333333333333,3.9266666666666663,1.278
2017,TB,85.42666666666668,79.93333333333334,4.0473333333333334,1.2566666666666666
2017,TEX,85.30666666666667,65.46666666666667,4.711333333333334,1.3619999999999999
2017,TOR,75.10588235294118,71.41176470588235,4.515882352941177,1.365294117647059
2017,WAS,77.65294117647059,77.70588235294117,4.3864705882352935,1.3258823529411765
2018,ARI,89.96428571428571,92.0,3.63,1.2671428571428571
2018,ATL,70.17894736842106,69.3157894736842,3.6126315789473686,1.3063157894736843
2018,BAL,75.36470588235295,64.94117647058823,5.114117647058824,1.447058823529412
2018,BOS,84.70625,91.5,3.7706250000000003,1.2793750000000002
2018,CHC,89.11428571428573,80.42857142857143,3.8835714285714285,1.3628571428571428
2018,CIN,79.69374999999998,70.1875,4.5375000000000005,1.43875
2018,CLE,95.60714285714288,102.78571428571429,4.168571428571428,1.2657142857142856
2018,COL,98.69285714285715,96.42857142857143,4.311428571428571,1.2814285714285718
2018,CWS,73.69444444444446,65.16666666666667,4.678333333333334,1.4705555555555554
2018,DET,71.68421052631577,61.473684210526315,4.605263157894737,1.3657894736842107
2018,HOU,98.16153846153847,113.84615384615384,3.363846153846154,1.1376923076923076
2018,KC,81.88749999999999,66.8125,4.969375000000001,1.4731249999999998
2018,LAA,73.90588235294118,72.52941176470588,3.907058823529411,1.282352941176471
2018,LAD,78.96874999999999,84.125,3.5006250000000003,1.16625
2018,MIA,63.87142857142858,55.76190476190476,4.62952380952381,1.3919047619047622
2018,MIL,75.25882352941176,73.0,3.7729411764705882,1.221176470588235
2018,MIN,59.647826086956506,57.78260869565217,4.737826086956521,1.4330434782608696
2018,NYM,71.15,67.3125,4.725625000000001,1.329375
2018,NYY,70.5,79.95,3.8369999999999997,1.2690000000000001
2018,OAK,56.87391304347825,46.73913043478261,4.194347826086957,1.2908695652173916
2018,PHI,78.04117647058824,80.47058823529412,4.240588235294117,1.3235294117647056
2018,PIT,85.19999999999999,80.125,4.305625,1.345625
2018,SD,68.18999999999998,64.75,4.387,1.3335000000000004
2018,SEA,82.45333333333333,72.46666666666667,4.220666666666667,1.2793333333333334
2018,SF,77.5888888888889,67.44444444444444,3.8577777777777778,1.2905555555555557
2018,STL,68.80499999999999,63.45,4.1115,1.4085000000000003
2018,TB,60.526315789473685,58.578947368421055,4.223684210526317,1.2568421052631578
2018,TEX,59.43636363636363,45.22727272727273,4.905,1.4149999999999998
2018,TOR,71.88333333333335,65.55555555555556,4.617777777777778,1.4033333333333333
2018,WAS,77.06249999999999,76.5625,4.296875000000001,1.2937500000000002
2019,ARI,73.59473684210529,71.73684210526316,4.407368421052632,1.328947368421053
2019,ATL,75.24705882352941,72.76470588235294,4.451764705882353,1.378235294117647
2019,BAL,67.71052631578948,59.1578947368421,5.672631578947368,1.4857894736842103
2019,BOS,70.0157894736842,77.0,4.950526315789474,1.4557894736842103
2019,CHC,86.23333333333333,86.33333333333333,4.12,1.344
2019,CIN,76.49444444444444,83.83333333333333,4.516111111111112,1.3005555555555555
2019,CLE,74.30555555555559,78.5,3.9194444444444443,1.2783333333333333
2019,COL,72.56666666666666,63.05555555555556,5.352222222222222,1.4916666666666665
2019,CWS,70.4842105263158,66.26315789473684,4.95578947368421,1.4731578947368422
2019,DET,67.32631578947367,63.73684210526316,5.658947368421052,1.555263157894737
2019,HOU,90.82142857142857,106.57142857142857,3.884285714285715,1.170714285714286
2019,KC,73.71111111111111,63.833333333333336,5.183333333333334,1.4905555555555554
2019,LAA,64.57619047619048,63.80952380952381,5.301904761904762,1.4142857142857144
2019,LAD,81.25294117647059,86.82352941176471,3.5494117647058827,1.1247058823529408
2019,MIA,66.75238095238095,63.857142857142854,4.8723809523809525,1.4023809523809525
2019,MIL,76.92941176470588,80.29411764705883,4.418823529411765,1.3129411764705885
2019,MIN,74.80555555555556,75.16666666666667,3.9105555555555562,1.2499999999999998
2019,NYM,83.76875000000001,88.9375,4.844375,1.3906250000000002
2019,NYY,82.43333333333334,87.53333333333333,4.761333333333332,1.3739999999999999
2019,OAK,70.97222222222223,59.94444444444444,4.29611111111111,1.2855555555555556
2019,PHI,66.87000000000002,65.0,4.673,1.352
2019,PIT,69.38333333333334,68.0,5.3788888888888895,1.4927777777777775
2019,SD,66.77368421052631,67.10526315789474,5.119473684210526,1.358421052631579
2019,SEA,65.6,55.94736842105263,4.610526315789474,1.315263157894737
2019,SF,73.51111111111112,68.94444444444444,4.360555555555555,1.3155555555555556
2019,STL,87.1375,84.9375,3.7712500000000007,1.2506249999999999
2019,TB,72.2,80.27777777777777,3.7649999999999997,1.1944444444444446
2019,TEX,67.24210526315788,64.47368421052632,5.278947368421052,1.5068421052631578
2019,TOR,57.12380952380954,51.285714285714285,4.724761904761905,1.4385714285714286
2019,WAS,79.54117647058824,84.3529411764706,4.537058823529412,1.3505882352941176
